"Country_code","Country","WHO_region","Week","New_cases"
"MV","Maldives","South-East Asia",2022 W08,4559
"MV","Maldives","South-East Asia",2022 W09,2944
"NL","Netherlands","Europe",2021 W49,134945
"NL","Netherlands","Europe",2021 W50,103030
"NL","Netherlands","Europe",2021 W51,86523
"NL","Netherlands","Europe",2021 W52,95172
"NL","Netherlands","Europe",2022 W01,161902
"NL","Netherlands","Europe",2022 W02,220806
"NL","Netherlands","Europe",2022 W03,289635
"NL","Netherlands","Europe",2022 W04,416151
"NL","Netherlands","Europe",2022 W05,561907
"NL","Netherlands","Europe",2022 W06,876332
"NL","Netherlands","Europe",2022 W07,371348
"NL","Netherlands","Europe",2022 W08,259784
"NL","Netherlands","Europe",2022 W09,335285
"NO","Norway","Europe",2021 W49,33843
"NO","Norway","Europe",2021 W50,31731
"NO","Norway","Europe",2021 W51,22992
"NO","Norway","Europe",2021 W52,25029
"NO","Norway","Europe",2022 W01,45255
"NO","Norway","Europe",2022 W02,69289
"NO","Norway","Europe",2022 W03,115235
"NO","Norway","Europe",2022 W04,136765
"NO","Norway","Europe",2022 W05,129137
"NO","Norway","Europe",2022 W06,141735
"NO","Norway","Europe",2022 W07,101127
"NO","Norway","Europe",2022 W08,102236
"NO","Norway","Europe",2022 W09,68092
"NP","Nepal","South-East Asia",2021 W49,1630
"NP","Nepal","South-East Asia",2021 W50,1514
"NP","Nepal","South-East Asia",2021 W51,1535
"NP","Nepal","South-East Asia",2021 W52,1715
"NP","Nepal","South-East Asia",2022 W01,3603
"NP","Nepal","South-East Asia",2022 W02,21149
"NP","Nepal","South-East Asia",2022 W03,56656
"NP","Nepal","South-East Asia",2022 W04,40047
"NP","Nepal","South-East Asia",2022 W05,15964
"NP","Nepal","South-East Asia",2022 W06,6654
"NP","Nepal","South-East Asia",2022 W07,2500
"NP","Nepal","South-East Asia",2022 W08,1306
"NP","Nepal","South-East Asia",2022 W09,636
"PK","Pakistan","Eastern Mediterranean",2021 W49,2308
"PK","Pakistan","Eastern Mediterranean",2021 W50,2087
"PK","Pakistan","Eastern Mediterranean",2021 W51,2233
"PK","Pakistan","Eastern Mediterranean",2021 W52,2852
"PK","Pakistan","Eastern Mediterranean",2022 W01,6553
"PK","Pakistan","Eastern Mediterranean",2022 W02,17634
"PK","Pakistan","Eastern Mediterranean",2022 W03,39899
"PK","Pakistan","Eastern Mediterranean",2022 W04,50014
"PK","Pakistan","Eastern Mediterranean",2022 W05,44866
"PK","Pakistan","Eastern Mediterranean",2022 W06,25693
"PK","Pakistan","Eastern Mediterranean",2022 W07,18084
"PK","Pakistan","Eastern Mediterranean",2022 W08,8981
"PK","Pakistan","Eastern Mediterranean",2022 W09,5846
"PL","Poland","Europe",2021 W49,156823
"PL","Poland","Europe",2021 W50,130602
"PL","Poland","Europe",2021 W51,91024
"PL","Poland","Europe",2021 W52,77580
"PL","Poland","Europe",2022 W01,85772
"PL","Poland","Europe",2022 W02,99852
"PL","Poland","Europe",2022 W03,205147
"PL","Poland","Europe",2022 W04,334382
"PL","Poland","Europe",2022 W05,311108
"PL","Poland","Europe",2022 W06,243882
"PL","Poland","Europe",2022 W07,146287
"PL","Poland","Europe",2022 W08,106652
"PL","Poland","Europe",2022 W09,81244
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2021 W49,2092
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2021 W50,2291
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2021 W51,2116
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2021 W52,2215
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2022 W01,1988
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2022 W02,3040
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2022 W03,7293
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2022 W04,33080
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2022 W05,58046
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2022 W06,37153
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2022 W07,20498
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2022 W08,12881
"PS","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean",2022 W09,6488
"PT","Portugal","Europe",2021 W49,27408
"PT","Portugal","Europe",2021 W50,30427
"PT","Portugal","Europe",2021 W51,55217
"PT","Portugal","Europe",2021 W52,136883
"PT","Portugal","Europe",2022 W01,200491
"PT","Portugal","Europe",2022 W02,239276
"PT","Portugal","Europe",2022 W03,323553
"PT","Portugal","Europe",2022 W04,390295
"PT","Portugal","Europe",2022 W05,317989
"PT","Portugal","Europe",2022 W06,184588
"PT","Portugal","Europe",2022 W07,108901
"PT","Portugal","Europe",2022 W08,73273
"PT","Portugal","Europe",2022 W09,70832
"QA","Qatar","Eastern Mediterranean",2021 W49,1117
"QA","Qatar","Eastern Mediterranean",2021 W50,1179
"QA","Qatar","Eastern Mediterranean",2021 W51,1429
"QA","Qatar","Eastern Mediterranean",2021 W52,3565
"QA","Qatar","Eastern Mediterranean",2022 W01,15601
"QA","Qatar","Eastern Mediterranean",2022 W02,28259
"QA","Qatar","Eastern Mediterranean",2022 W03,25143
"QA","Qatar","Eastern Mediterranean",2022 W04,15717
"QA","Qatar","Eastern Mediterranean",2022 W05,8630
"QA","Qatar","Eastern Mediterranean",2022 W06,5477
"QA","Qatar","Eastern Mediterranean",2022 W07,3592
"QA","Qatar","Eastern Mediterranean",2022 W08,2583
"QA","Qatar","Eastern Mediterranean",2022 W09,1720
"RO","Romania","Europe",2021 W49,7313
"RO","Romania","Europe",2021 W50,5273
"RO","Romania","Europe",2021 W51,4690
"RO","Romania","Europe",2021 W52,7946
"RO","Romania","Europe",2022 W01,29483
"RO","Romania","Europe",2022 W02,56008
"RO","Romania","Europe",2022 W03,107208
"RO","Romania","Europe",2022 W04,173685
"RO","Romania","Europe",2022 W05,208987
"RO","Romania","Europe",2022 W06,164635
"RO","Romania","Europe",2022 W07,105585
"RO","Romania","Europe",2022 W08,68547
"RO","Romania","Europe",2022 W09,40689
"RS","Serbia","Europe",2021 W49,10684
"RS","Serbia","Europe",2021 W50,8556
"RS","Serbia","Europe",2021 W51,7834
"RS","Serbia","Europe",2021 W52,11456
"RS","Serbia","Europe",2022 W01,41697
"RS","Serbia","Europe",2022 W02,82501
"RS","Serbia","Europe",2022 W03,107594
"RS","Serbia","Europe",2022 W04,116552
"RS","Serbia","Europe",2022 W05,108448
"RS","Serbia","Europe",2022 W06,77233
"RS","Serbia","Europe",2022 W07,44263
"RS","Serbia","Europe",2022 W08,26905
"RS","Serbia","Europe",2022 W09,17835
"RU","Russian Federation","Europe",2021 W49,215283
"RU","Russian Federation","Europe",2021 W50,197894
"RU","Russian Federation","Europe",2021 W51,177230
"RU","Russian Federation","Europe",2021 W52,145946
"RU","Russian Federation","Europe",2022 W01,112883
"RU","Russian Federation","Europe",2022 W02,152685
"RU","Russian Federation","Europe",2022 W03,304657
"RU","Russian Federation","Europe",2022 W04,628816
"RU","Russian Federation","Europe",2022 W05,1073111
"RU","Russian Federation","Europe",2022 W06,1323391
"RU","Russian Federation","Europe",2022 W07,1236910
"RU","Russian Federation","Europe",2022 W08,920697
"RU","Russian Federation","Europe",2022 W09,650540
"SA","Saudi Arabia","Eastern Mediterranean",2021 W49,312
"SA","Saudi Arabia","Eastern Mediterranean",2021 W50,549
"SA","Saudi Arabia","Eastern Mediterranean",2021 W51,1668
"SA","Saudi Arabia","Eastern Mediterranean",2021 W52,4676
"SA","Saudi Arabia","Eastern Mediterranean",2022 W01,18211
"SA","Saudi Arabia","Eastern Mediterranean",2022 W02,34660
"SA","Saudi Arabia","Eastern Mediterranean",2022 W03,37866
"SA","Saudi Arabia","Eastern Mediterranean",2022 W04,31565
"SA","Saudi Arabia","Eastern Mediterranean",2022 W05,26253
"SA","Saudi Arabia","Eastern Mediterranean",2022 W06,20614
"SA","Saudi Arabia","Eastern Mediterranean",2022 W07,12080
"SA","Saudi Arabia","Eastern Mediterranean",2022 W08,5411
"SA","Saudi Arabia","Eastern Mediterranean",2022 W09,3377
"SE","Sweden","Europe",2021 W49,17790
"SE","Sweden","Europe",2021 W50,22950
"SE","Sweden","Europe",2021 W51,29161
"SE","Sweden","Europe",2021 W52,52499
"SE","Sweden","Europe",2022 W01,100271
"SE","Sweden","Europe",2022 W02,152825
"SE","Sweden","Europe",2022 W03,235523
"SE","Sweden","Europe",2022 W04,284351
"SE","Sweden","Europe",2022 W05,205058
"SE","Sweden","Europe",2022 W06,88395
"SE","Sweden","Europe",2022 W07,23083
"SE","Sweden","Europe",2022 W08,18134
"SE","Sweden","Europe",2022 W09,13523
"SI","Slovenia","Europe",2021 W49,10190
"SI","Slovenia","Europe",2021 W50,8625
"SI","Slovenia","Europe",2021 W51,7590
"SI","Slovenia","Europe",2021 W52,10314
"SI","Slovenia","Europe",2022 W01,21757
"SI","Slovenia","Europe",2022 W02,39924
"SI","Slovenia","Europe",2022 W03,62131
"SI","Slovenia","Europe",2022 W04,98985
"SI","Slovenia","Europe",2022 W05,98758
"SI","Slovenia","Europe",2022 W06,56658
"SI","Slovenia","Europe",2022 W07,32049
"SI","Slovenia","Europe",2022 W08,15178
"SI","Slovenia","Europe",2022 W09,11609
"SK","Slovakia","Europe",2021 W49,45382
"SK","Slovakia","Europe",2021 W50,31258
"SK","Slovakia","Europe",2021 W51,19514
"SK","Slovakia","Europe",2021 W52,18980
"SK","Slovakia","Europe",2022 W01,18353
"SK","Slovakia","Europe",2022 W02,16694
"SK","Slovakia","Europe",2022 W03,38262
"SK","Slovakia","Europe",2022 W04,82427
"SK","Slovakia","Europe",2022 W05,116710
"SK","Slovakia","Europe",2022 W06,124066
"SK","Slovakia","Europe",2022 W07,113227
"SK","Slovakia","Europe",2022 W08,87846
"SK","Slovakia","Europe",2022 W09,67300
"SM","San Marino","Europe",2021 W49,438.666666666667
"SM","San Marino","Europe",2021 W50,559
"SM","San Marino","Europe",2021 W51,446
"SM","San Marino","Europe",2021 W52,782
"SM","San Marino","Europe",2022 W01,1189
"SM","San Marino","Europe",2022 W02,1110
"SM","San Marino","Europe",2022 W03,1147
"SM","San Marino","Europe",2022 W04,1113
"SM","San Marino","Europe",2022 W05,647
"SM","San Marino","Europe",2022 W06,404
"SM","San Marino","Europe",2022 W07,199
"SM","San Marino","Europe",2022 W08,165
"SM","San Marino","Europe",2022 W09,149
"SY","Syrian Arab Republic","Eastern Mediterranean",2021 W49,651
"SY","Syrian Arab Republic","Eastern Mediterranean",2021 W50,504
"SY","Syrian Arab Republic","Eastern Mediterranean",2021 W51,358
"SY","Syrian Arab Republic","Eastern Mediterranean",2021 W52,259
"SY","Syrian Arab Republic","Eastern Mediterranean",2022 W01,172
"SY","Syrian Arab Republic","Eastern Mediterranean",2022 W02,192
"SY","Syrian Arab Republic","Eastern Mediterranean",2022 W03,269
"SY","Syrian Arab Republic","Eastern Mediterranean",2022 W04,341
"SY","Syrian Arab Republic","Eastern Mediterranean",2022 W05,542
"SY","Syrian Arab Republic","Eastern Mediterranean",2022 W06,800
"SY","Syrian Arab Republic","Eastern Mediterranean",2022 W07,901
"SY","Syrian Arab Republic","Eastern Mediterranean",2022 W08,853
"SY","Syrian Arab Republic","Eastern Mediterranean",2022 W09,583
"TH","Thailand","South-East Asia",2021 W49,27405
"TH","Thailand","South-East Asia",2021 W50,22882
"TH","Thailand","South-East Asia",2021 W51,18442
"TH","Thailand","South-East Asia",2021 W52,19588
"TH","Thailand","South-East Asia",2022 W01,39992
"TH","Thailand","South-East Asia",2022 W02,54935
"TH","Thailand","South-East Asia",2022 W03,53015
"TH","Thailand","South-East Asia",2022 W04,55034
"TH","Thailand","South-East Asia",2022 W05,64467
"TH","Thailand","South-East Asia",2022 W06,96326
"TH","Thailand","South-East Asia",2022 W07,118988
"TH","Thailand","South-East Asia",2022 W08,157301
"TH","Thailand","South-East Asia",2022 W09,157079
"TJ","Tajikistan","Europe",2021 W49,0
"TJ","Tajikistan","Europe",2021 W50,0
"TJ","Tajikistan","Europe",2021 W51,0
"TJ","Tajikistan","Europe",2021 W52,0
"TJ","Tajikistan","Europe",2022 W01,0
"TJ","Tajikistan","Europe",2022 W02,0
"TJ","Tajikistan","Europe",2022 W03,59
"TJ","Tajikistan","Europe",2022 W04,143
"TJ","Tajikistan","Europe",2022 W05,47
"TJ","Tajikistan","Europe",2022 W06,31
"TJ","Tajikistan","Europe",2022 W07,13
"TJ","Tajikistan","Europe",2022 W08,0
"TJ","Tajikistan","Europe",2022 W09,0
"TL","Timor-Leste","South-East Asia",2021 W49,1
"TL","Timor-Leste","South-East Asia",2021 W50,4
"TL","Timor-Leste","South-East Asia",2021 W51,0
"TL","Timor-Leste","South-East Asia",2021 W52,6
"TL","Timor-Leste","South-East Asia",2022 W01,17
"TL","Timor-Leste","South-East Asia",2022 W02,7
"TL","Timor-Leste","South-East Asia",2022 W03,5
"TL","Timor-Leste","South-East Asia",2022 W04,69
"TL","Timor-Leste","South-East Asia",2022 W05,466
"TL","Timor-Leste","South-East Asia",2022 W06,1228
"TL","Timor-Leste","South-East Asia",2022 W07,727
"TL","Timor-Leste","South-East Asia",2022 W08,310
"TL","Timor-Leste","South-East Asia",2022 W09,91
"TM","Turkmenistan","Europe",2021 W49,0
"TM","Turkmenistan","Europe",2021 W50,0
"TM","Turkmenistan","Europe",2021 W51,0
"TM","Turkmenistan","Europe",2021 W52,0
"TM","Turkmenistan","Europe",2022 W01,0
"TM","Turkmenistan","Europe",2022 W02,0
"TM","Turkmenistan","Europe",2022 W03,0
"TM","Turkmenistan","Europe",2022 W04,0
"TM","Turkmenistan","Europe",2022 W05,0
"TM","Turkmenistan","Europe",2022 W06,0
"TM","Turkmenistan","Europe",2022 W07,0
"TM","Turkmenistan","Europe",2022 W08,0
"TM","Turkmenistan","Europe",2022 W09,0
"TN","Tunisia","Eastern Mediterranean",2021 W49,1156
"TN","Tunisia","Eastern Mediterranean",2021 W50,1419
"TN","Tunisia","Eastern Mediterranean",2021 W51,1942
"TN","Tunisia","Eastern Mediterranean",2021 W52,5048
"TN","Tunisia","Eastern Mediterranean",2022 W01,13416
"TN","Tunisia","Eastern Mediterranean",2022 W02,39487
"TN","Tunisia","Eastern Mediterranean",2022 W03,66015
"TN","Tunisia","Eastern Mediterranean",2022 W04,54346
"TN","Tunisia","Eastern Mediterranean",2022 W05,39116
"TN","Tunisia","Eastern Mediterranean",2022 W06,24734
"TN","Tunisia","Eastern Mediterranean",2022 W07,21917
"TN","Tunisia","Eastern Mediterranean",2022 W08,21141.4
"TN","Tunisia","Eastern Mediterranean",2022 W09,9454
"TR","Turkey","Europe",2021 W49,140463
"TR","Turkey","Europe",2021 W50,131986
"TR","Turkey","Europe",2021 W51,131886
"TR","Turkey","Europe",2021 W52,232295
"TR","Turkey","Europe",2022 W01,397444
"TR","Turkey","Europe",2022 W02,486339
"TR","Turkey","Europe",2022 W03,478562
"TR","Turkey","Europe",2022 W04,556850
"TR","Turkey","Europe",2022 W05,712091
"TR","Turkey","Europe",2022 W06,683967
"TR","Turkey","Europe",2022 W07,599596
"TR","Turkey","Europe",2022 W08,541259
"TR","Turkey","Europe",2022 W09,350828
"UA","Ukraine","Europe",2021 W49,61615
"UA","Ukraine","Europe",2021 W50,49059
"UA","Ukraine","Europe",2021 W51,36973
"UA","Ukraine","Europe",2021 W52,29414
"UA","Ukraine","Europe",2022 W01,27935
"UA","Ukraine","Europe",2022 W02,51985
"UA","Ukraine","Europe",2022 W03,102997
"UA","Ukraine","Europe",2022 W04,185014
"UA","Ukraine","Europe",2022 W05,241590
"UA","Ukraine","Europe",2022 W06,241641
"UA","Ukraine","Europe",2022 W07,195071
"UA","Ukraine","Europe",2022 W08,111224
"UA","Ukraine","Europe",2022 W09,40265
"UZ","Uzbekistan","Europe",2021 W49,1414
"UZ","Uzbekistan","Europe",2021 W50,1327
"UZ","Uzbekistan","Europe",2021 W51,1168
"UZ","Uzbekistan","Europe",2021 W52,876
"UZ","Uzbekistan","Europe",2022 W01,1223
"UZ","Uzbekistan","Europe",2022 W02,4744
"UZ","Uzbekistan","Europe",2022 W03,8682
"UZ","Uzbekistan","Europe",2022 W04,8152
"UZ","Uzbekistan","Europe",2022 W05,6877
"UZ","Uzbekistan","Europe",2022 W06,4643
"UZ","Uzbekistan","Europe",2022 W07,1828
"UZ","Uzbekistan","Europe",2022 W08,1132
"UZ","Uzbekistan","Europe",2022 W09,500
"VA","Holy See","Europe",2021 W49,0
"VA","Holy See","Europe",2021 W50,0
"VA","Holy See","Europe",2021 W51,0
"VA","Holy See","Europe",2021 W52,0
"VA","Holy See","Europe",2022 W01,0
"VA","Holy See","Europe",2022 W02,0
"VA","Holy See","Europe",2022 W03,0
"VA","Holy See","Europe",2022 W04,0
"VA","Holy See","Europe",2022 W05,0
"VA","Holy See","Europe",2022 W06,0
"VA","Holy See","Europe",2022 W07,0
"VA","Holy See","Europe",2022 W08,0
"VA","Holy See","Europe",2022 W09,0
"XK","Kosovo[1]","Europe",2021 W49,61
"XK","Kosovo[1]","Europe",2021 W50,65
"XK","Kosovo[1]","Europe",2021 W51,69
"XK","Kosovo[1]","Europe",2021 W52,204
"XK","Kosovo[1]","Europe",2022 W01,842
"XK","Kosovo[1]","Europe",2022 W02,2990
"XK","Kosovo[1]","Europe",2022 W03,13126
"XK","Kosovo[1]","Europe",2022 W04,23466
"XK","Kosovo[1]","Europe",2022 W05,14290
"XK","Kosovo[1]","Europe",2022 W06,6094
"XK","Kosovo[1]","Europe",2022 W07,2626
"XK","Kosovo[1]","Europe",2022 W08,1147
"XK","Kosovo[1]","Europe",2022 W09,467
"YE","Yemen","Eastern Mediterranean",2021 W49,42
"YE","Yemen","Eastern Mediterranean",2021 W50,34
"YE","Yemen","Eastern Mediterranean",2021 W51,14
"YE","Yemen","Eastern Mediterranean",2021 W52,16
"YE","Yemen","Eastern Mediterranean",2022 W01,51
"YE","Yemen","Eastern Mediterranean",2022 W02,140
"YE","Yemen","Eastern Mediterranean",2022 W03,267
"YE","Yemen","Eastern Mediterranean",2022 W04,578.2
"YE","Yemen","Eastern Mediterranean",2022 W05,251
"YE","Yemen","Eastern Mediterranean",2022 W06,415
"YE","Yemen","Eastern Mediterranean",2022 W07,67
"YE","Yemen","Eastern Mediterranean",2022 W08,29
"YE","Yemen","Eastern Mediterranean",2022 W09,15
