"iso_code","Week","people_fully_vaccinated_per_100","stringency_index","population","population_density","median_age","gdp_per_capita"
"PH",2021 W48,33.49,45.1042857142857,111046910,351.873,25.2,7599.188
"PH",2021 W49,35.24,74.54,111046910,351.873,25.2,7599.188
"PH",2021 W50,38.298,74.54,111046910,351.873,25.2,7599.188
"PH",2021 W51,41.145,74.54,111046910,351.873,25.2,7599.188
"PH",2021 W52,43.8666666666667,73.7457142857143,111046910,351.873,25.2,7599.188
"PH",2022 W01,46.3225,71.76,111046910,351.873,25.2,7599.188
"PH",2022 W02,48.584,71.76,111046910,351.873,25.2,7599.188
"PH",2022 W03,50.816,71.76,111046910,351.873,25.2,7599.188
"PH",2022 W04,52.225,78.24,111046910,351.873,25.2,7599.188
"PH",2022 W05,53.4325,78.24,111046910,351.873,25.2,7599.188
"PH",2022 W06,54.16,78.24,111046910,351.873,25.2,7599.188
"PH",2022 W07,55.755,78.24,111046910,351.873,25.2,7599.188
"PG",2021 W47,1.99,69.44,9119005,18.22,22.6,3823.194
"PG",2021 W48,2.17,63.89,9119005,18.22,22.6,3823.194
"PG",2021 W49,2.27,62.3014285714286,9119005,18.22,22.6,3823.194
"PG",2021 W50,2.37,52.78,9119005,18.22,22.6,3823.194
"PG",2021 W51,2.41,52.78,9119005,18.22,22.6,3823.194
"PG",2021 W52,2.435,54.2342857142857,9119005,18.22,22.6,3823.194
"PG",2022 W01,2.46,57.87,9119005,18.22,22.6,3823.194
"PG",2022 W02,2.48,57.87,9119005,18.22,22.6,3823.194
"PG",2022 W03,2.49,60.2528571428571,9119005,18.22,22.6,3823.194
"PG",2022 W04,2.53,60.65,9119005,18.22,22.6,3823.194
"PG",2022 W05,2.53,60.65,9119005,18.22,22.6,3823.194
"PG",2022 W06,2.57,51.1271428571429,9119005,18.22,22.6,3823.194
"PG",2022 W07,2.6,47.5542857142857,9119005,18.22,22.6,3823.194
"PL",2021 W47,53.828,41.67,37797000,124.027,41.8,27216.445
"PL",2021 W48,54.19,44.0442857142857,37797000,124.027,41.8,27216.445
"PL",2021 W49,54.614,44.44,37797000,124.027,41.8,27216.445
"PL",2021 W50,54.9814285714286,42.06,37797000,124.027,41.8,27216.445
"PL",2021 W51,55.3085714285714,39.81,37797000,124.027,41.8,27216.445
"PL",2021 W52,55.648,41.3985714285714,37797000,124.027,41.8,27216.445
"PL",2022 W01,55.9971428571429,45.37,37797000,124.027,41.8,27216.445
"PL",2022 W02,56.545,42.4614285714286,37797000,124.027,41.8,27216.445
"PL",2022 W03,56.97,44.44,37797000,124.027,41.8,27216.445
"PL",2022 W04,57.3283333333333,44.18,37797000,124.027,41.8,27216.445
"PL",2022 W05,57.7242857142857,45.37,37797000,124.027,41.8,27216.445
"PL",2022 W06,58.0771428571429,45.37,37797000,124.027,41.8,27216.445
"PL",2022 W07,58.375,45.37,37797000,124.027,41.8,27216.445
"PT",2021 W47,88.5742857142857,40.74,10167923,112.371,46.2,27936.896
"PT",2021 W48,88.4514285714286,42.7257142857143,10167923,112.371,46.2,27936.896
"PT",2021 W49,88.6971428571429,43.52,10167923,112.371,46.2,27936.896
"PT",2021 W50,88.9457142857143,43.52,10167923,112.371,46.2,27936.896
"PT",2021 W51,89.2385714285714,46.4285714285714,10167923,112.371,46.2,27936.896
"PT",2021 W52,89.4585714285714,44.1785714285714,10167923,112.371,46.2,27936.896
"PT",2022 W01,89.7042857142857,42.59,10167923,112.371,46.2,27936.896
"PT",2022 W02,90.0442857142857,34.13,10167923,112.371,46.2,27936.896
"PT",2022 W03,90.2485714285714,31.48,10167923,112.371,46.2,27936.896
"PT",2022 W04,90.4071428571429,31.48,10167923,112.371,46.2,27936.896
"PT",2022 W05,90.6028571428571,31.48,10167923,112.371,46.2,27936.896
"PT",2022 W06,91.2442857142857,30.6857142857143,10167923,112.371,46.2,27936.896
"PT",2022 W07,91.3871428571429,20.2371428571429,10167923,112.371,46.2,27936.896
"PY",2021 W47,37.5825,40.74,7219641,17.144,26.5,8827.01
"PY",2021 W48,36.815,46.3,7219641,17.144,26.5,8827.01
"PY",2021 W49,38.35,43.1228571428571,7219641,17.144,26.5,8827.01
"PY",2021 W50,39.77,40.74,7219641,17.144,26.5,8827.01
"PY",2021 W51,40.3,40.74,7219641,17.144,26.5,8827.01
"PY",2021 W52,40.83,39.9471428571429,7219641,17.144,26.5,8827.01
"PY",2022 W01,41.59,35.19,7219641,17.144,26.5,8827.01
"PY",2022 W02,42.17,35.19,7219641,17.144,26.5,8827.01
"PY",2022 W03,42.59,35.19,7219641,17.144,26.5,8827.01
"PY",2022 W04,42.78,35.19,7219641,17.144,26.5,8827.01
"PY",2022 W05,43.18,35.19,7219641,17.144,26.5,8827.01
"PY",2022 W06,43.57,35.19,7219641,17.144,26.5,8827.01
"PY",2022 W07,43.9,35.19,7219641,17.144,26.5,8827.01
"RO",2021 W47,38.2228571428571,57.6685714285714,19127772,85.129,43,23313.199
"RO",2021 W48,39.0414285714286,58.33,19127772,85.129,43,23313.199
"RO",2021 W49,39.6957142857143,52.78,19127772,85.129,43,23313.199
"RO",2021 W50,40.2171428571429,52.78,19127772,85.129,43,23313.199
"RO",2021 W51,40.5842857142857,52.78,19127772,85.129,43,23313.199
"RO",2021 W52,40.8214285714286,52.78,19127772,85.129,43,23313.199
"RO",2022 W01,41.0728571428571,52.78,19127772,85.129,43,23313.199
"RO",2022 W02,41.3242857142857,52.78,19127772,85.129,43,23313.199
"RO",2022 W03,41.4814285714286,52.78,19127772,85.129,43,23313.199
"RO",2022 W04,41.62,52.78,19127772,85.129,43,23313.199
"RO",2022 W05,41.7757142857143,48.0142857142857,19127772,85.129,43,23313.199
"RO",2022 W06,41.9057142857143,47.22,19127772,85.129,43,23313.199
"RO",2022 W07,41.9966666666667,47.22,19127772,85.129,43,23313.199
"RU",2021 W47,37.7114285714286,60.65,145912022,8.823,39.6,24765.954
"RU",2021 W48,39.4285714285714,58.7985714285714,145912022,8.823,39.6,24765.954
"RU",2021 W49,41.12,52.8414285714286,145912022,8.823,39.6,24765.954
"RU",2021 W50,42.7814285714286,54.17,145912022,8.823,39.6,24765.954
"RU",2021 W51,44.3433333333333,54.17,145912022,8.823,39.6,24765.954
"RU",2021 W52,45.48,54.17,145912022,8.823,39.6,24765.954
"RU",2022 W01,46.0175,51.7871428571429,145912022,8.823,39.6,24765.954
"RU",2022 W02,46.7233333333333,48.61,145912022,8.823,39.6,24765.954
"RU",2022 W03,47.336,48.61,145912022,8.823,39.6,24765.954
"RU",2022 W04,47.6675,48.61,145912022,8.823,39.6,24765.954
"RU",2022 W05,48.0471428571429,48.61,145912022,8.823,39.6,24765.954
"RU",2022 W06,48.455,40.28,145912022,8.823,39.6,24765.954
"RU",2022 W07,48.9275,40.28,145912022,8.823,39.6,24765.954
"SA",2021 W47,63.1771428571429,53.1728571428571,35340680,15.322,31.9,49045.411
"SA",2021 W48,63.7133333333333,51.85,35340680,15.322,31.9,49045.411
"SA",2021 W49,64.3242857142857,51.85,35340680,15.322,31.9,49045.411
"SA",2021 W50,64.7371428571429,49.4671428571429,35340680,15.322,31.9,49045.411
"SA",2021 W51,65.1357142857143,49.07,35340680,15.322,31.9,49045.411
"SA",2021 W52,65.5371428571429,49.07,35340680,15.322,31.9,49045.411
"SA",2022 W01,65.9171428571428,49.07,35340680,15.322,31.9,49045.411
"SA",2022 W02,66.2757142857143,49.07,35340680,15.322,31.9,49045.411
"SA",2022 W03,66.5633333333333,49.07,35340680,15.322,31.9,49045.411
"SA",2022 W04,66.8716666666667,49.07,35340680,15.322,31.9,49045.411
"SA",2022 W05,67.22,49.07,35340680,15.322,31.9,49045.411
"SA",2022 W06,67.5871428571429,49.07,35340680,15.322,31.9,49045.411
"SA",2022 W07,67.805,64.1557142857143,35340680,15.322,31.9,49045.411
"SG",2021 W47,83.5314285714286,44.44,5453600,7915.731,42.4,85535.383
"SG",2021 W48,83.8571428571429,44.44,5453600,7915.731,42.4,85535.383
"SG",2021 W49,84.27,44.44,5453600,7915.731,42.4,85535.383
"SG",2021 W50,84.65,44.44,5453600,7915.731,42.4,85535.383
"SG",2021 W51,84.9557142857143,44.44,5453600,7915.731,42.4,85535.383
"SG",2021 W52,85.2342857142857,44.44,5453600,7915.731,42.4,85535.383
"SG",2022 W01,85.4685714285714,44.44,5453600,7915.731,42.4,85535.383
"SG",2022 W02,85.6828571428571,44.44,5453600,7915.731,42.4,85535.383
"SG",2022 W03,86.0057142857143,57.94,5453600,7915.731,42.4,85535.383
"SG",2022 W04,86.6385714285714,60.19,5453600,7915.731,42.4,85535.383
"SG",2022 W05,87.3371428571429,60.19,5453600,7915.731,42.4,85535.383
"SG",2022 W06,88.2442857142857,60.19,5453600,7915.731,42.4,85535.383
"SG",2022 W07,89.1257142857143,60.19,5453600,7915.731,42.4,85535.383
"SV",2021 W47,61.9075,27.78,6518500,307.811,27.6,7292.458
"SV",2021 W48,62.44,27.78,6518500,307.811,27.6,7292.458
"SV",2021 W49,62.875,27.78,6518500,307.811,27.6,7292.458
"SV",2021 W50,63.26,27.78,6518500,307.811,27.6,7292.458
"SV",2021 W51,63.54,27.78,6518500,307.811,27.6,7292.458
"SV",2021 W52,63.77,27.78,6518500,307.811,27.6,7292.458
"SV",2022 W01,63.89,27.78,6518500,307.811,27.6,7292.458
"SV",2022 W02,64.135,34.1314285714286,6518500,307.811,27.6,7292.458
"SV",2022 W03,64.38,35.19,6518500,307.811,27.6,7292.458
"SV",2022 W04,64.485,32.8071428571429,6518500,307.811,27.6,7292.458
"SV",2022 W05,64.6725,32.41,6518500,307.811,27.6,7292.458
"SV",2022 W06,64.86,32.41,6518500,307.811,27.6,7292.458
"SV",2022 W07,64.94,32.41,6518500,307.811,27.6,7292.458
"RS",2021 W47,45.126,38.89,6871547,80.291,41.2,14048.881
"RS",2021 W48,45.515,35.7128571428571,6871547,80.291,41.2,14048.881
"RS",2021 W49,45.908,33.33,6871547,80.291,41.2,14048.881
"RS",2021 W50,46.16,29.3614285714286,6871547,80.291,41.2,14048.881
"RS",2021 W51,46.535,28.7,6871547,80.291,41.2,14048.881
"RS",2021 W52,46.775,28.7,6871547,80.291,41.2,14048.881
"RS",2022 W01,46.9,28.7,6871547,80.291,41.2,14048.881
"RS",2022 W02,47.02,28.7,6871547,80.291,41.2,14048.881
"RS",2022 W03,47.11,28.7,6871547,80.291,41.2,14048.881
"RS",2022 W04,47.2,35.0514285714286,6871547,80.291,41.2,14048.881
"RS",2022 W05,47.25,36.11,6871547,80.291,41.2,14048.881
"RS",2022 W06,47.345,36.11,6871547,80.291,41.2,14048.881
"RS",2022 W07,47.4,36.11,6871547,80.291,41.2,14048.881
"SR",2021 W47,36.6525,75,591798,3.612,29.6,13767.119
"SR",2021 W48,37.1825,75,591798,3.612,29.6,13767.119
"SR",2021 W49,37.665,75,591798,3.612,29.6,13767.119
"SR",2021 W50,38.015,75,591798,3.612,29.6,13767.119
"SR",2021 W51,38.2933333333333,75,591798,3.612,29.6,13767.119
"SR",2021 W52,38.485,59.3957142857143,591798,3.612,29.6,13767.119
"SR",2022 W01,38.7375,60.19,591798,3.612,29.6,13767.119
"SR",2022 W02,38.985,60.19,591798,3.612,29.6,13767.119
"SR",2022 W03,39.09,60.19,591798,3.612,29.6,13767.119
"SR",2022 W04,39.2633333333333,60.19,591798,3.612,29.6,13767.119
"SR",2022 W05,39.41,60.19,591798,3.612,29.6,13767.119
"SR",2022 W06,39.6,60.19,591798,3.612,29.6,13767.119
"SR",2022 W07,39.69,60.19,591798,3.612,29.6,13767.119
"SK",2021 W47,46.77,49.9342857142857,5449270,113.128,41.2,30155.152
"SK",2021 W48,47.18,62.96,5449270,113.128,41.2,30155.152
"SK",2021 W49,47.74,62.96,5449270,113.128,41.2,30155.152
"SK",2021 W50,48.13,62.96,5449270,113.128,41.2,30155.152
"SK",2021 W51,48.51,62.96,5449270,113.128,41.2,30155.152
"SK",2021 W52,48.95,60.8457142857143,5449270,113.128,41.2,30155.152
"SK",2022 W01,49.39,57.87,5449270,113.128,41.2,30155.152
"SK",2022 W02,49.64,56.02,5449270,113.128,41.2,30155.152
"SK",2022 W03,49.91,50.86,5449270,113.128,41.2,30155.152
"SK",2022 W04,50.15,46.3,5449270,113.128,41.2,30155.152
"SK",2022 W05,50.36,45.24,5449270,113.128,41.2,30155.152
"SK",2022 W06,50.51,42.59,5449270,113.128,41.2,30155.152
"SK",2022 W07,50.59,42.59,5449270,113.128,41.2,30155.152
"SI",2021 W47,54.93,56.8771428571429,2078723,102.619,44.5,31400.84
"SI",2021 W48,55.4385714285714,61.6428571428571,2078723,102.619,44.5,31400.84
"SI",2021 W49,56.0285714285714,62.04,2078723,102.619,44.5,31400.84
"SI",2021 W50,56.51,62.04,2078723,102.619,44.5,31400.84
"SI",2021 W51,56.9371428571429,60.0542857142857,2078723,102.619,44.5,31400.84
"SI",2021 W52,57.1714285714286,59.26,2078723,102.619,44.5,31400.84
"SI",2022 W01,57.3985714285714,50,2078723,102.619,44.5,31400.84
"SI",2022 W02,57.7314285714286,50,2078723,102.619,44.5,31400.84
"SI",2022 W03,57.9842857142857,62.96,2078723,102.619,44.5,31400.84
"SI",2022 W04,58.1385714285714,62.96,2078723,102.619,44.5,31400.84
"SI",2022 W05,58.3071428571429,62.96,2078723,102.619,44.5,31400.84
"SI",2022 W06,58.4442857142857,62.96,2078723,102.619,44.5,31400.84
"SI",2022 W07,58.5442857142857,61.9028571428571,2078723,102.619,44.5,31400.84
"SE",2021 W47,69.92,19.44,10160159,24.718,41,46949.283
"SE",2021 W48,70.62,19.44,10160159,24.718,41,46949.283
"SE",2021 W49,71.31,19.44,10160159,24.718,41,46949.283
"SE",2021 W50,71.94,19.44,10160159,24.718,41,46949.283
"SE",2021 W51,72.2,36.3714285714286,10160159,24.718,41,46949.283
"SE",2021 W52,72.37,49.07,10160159,24.718,41,46949.283
"SE",2022 W01,72.63,49.07,10160159,24.718,41,46949.283
"SE",2022 W02,73.16,51.72,10160159,24.718,41,46949.283
"SE",2022 W03,73.59,51.9857142857143,10160159,24.718,41,46949.283
"SE",2022 W04,73.85,50,10160159,24.718,41,46949.283
"SE",2022 W05,74.06,50,10160159,24.718,41,46949.283
"SE",2022 W06,74.26,28.1714285714286,10160159,24.718,41,46949.283
"SE",2022 W07,74.43,19.44,10160159,24.718,41,46949.283
"SZ",2021 W47,22.24,61.11,1172369,79.492,21.5,7738.975
"SZ",2021 W48,23.41,61.11,1172369,79.492,21.5,7738.975
"SZ",2021 W49,24.13,53.9657142857143,1172369,79.492,21.5,7738.975
"SZ",2021 W50,25.05,49.07,1172369,79.492,21.5,7738.975
"SZ",2021 W51,25.55,46.3,1172369,79.492,21.5,7738.975
"SZ",2021 W52,25.7,50.2685714285714,1172369,79.492,21.5,7738.975
"SZ",2022 W01,26.2033333333333,60.19,1172369,79.492,21.5,7738.975
"SZ",2022 W02,26.76,60.19,1172369,79.492,21.5,7738.975
"SZ",2022 W03,27.725,60.19,1172369,79.492,21.5,7738.975
"SZ",2022 W04,28.16,60.19,1172369,79.492,21.5,7738.975
"SZ",2022 W05,28.56,60.19,1172369,79.492,21.5,7738.975
"SZ",2022 W06,28.67,60.19,1172369,79.492,21.5,7738.975
"SZ",2022 W07,28.615,60.19,1172369,79.492,21.5,7738.975
"TH",2021 W47,57.2414285714286,55.09,69950844,135.132,40.1,16277.671
"TH",2021 W48,60.4316666666667,42.3957142857143,69950844,135.132,40.1,16277.671
"TH",2021 W49,61.8857142857143,40.28,69950844,135.132,40.1,16277.671
"TH",2021 W50,63.3171428571429,44.58,69950844,135.132,40.1,16277.671
"TH",2021 W51,64.72,46.3,69950844,135.132,40.1,16277.671
"TH",2021 W52,66.0385714285714,46.3,69950844,135.132,40.1,16277.671
"TH",2022 W01,66.8171428571429,50.93,69950844,135.132,40.1,16277.671
"TH",2022 W02,67.8885714285714,48.2828571428571,69950844,135.132,40.1,16277.671
"TH",2022 W03,68.7357142857143,48.4142857142857,69950844,135.132,40.1,16277.671
"TH",2022 W04,69.38,48.15,69950844,135.132,40.1,16277.671
"TH",2022 W05,69.8228571428571,48.15,69950844,135.132,40.1,16277.671
"TH",2022 W06,70.2142857142857,48.15,69950844,135.132,40.1,16277.671
"TH",2022 W07,70.55,48.15,69950844,135.132,40.1,16277.671
"TL",2021 W47,32.13,42.9242857142857,1343875,87.176,18,6570.102
"TL",2021 W48,34.63,42.13,1343875,87.176,18,6570.102
"TL",2021 W49,36.44,40.74,1343875,87.176,18,6570.102
"TL",2021 W50,38.05,40.74,1343875,87.176,18,6570.102
"TL",2021 W51,39.66,40.74,1343875,87.176,18,6570.102
"TL",2021 W52,40.09,46.6971428571429,1343875,87.176,18,6570.102
"TL",2022 W01,40.52,49.07,1343875,87.176,18,6570.102
"TL",2022 W02,41.02,18.9157142857143,1343875,87.176,18,6570.102
"TL",2022 W03,41.48,32.9357142857143,1343875,87.176,18,6570.102
"TL",2022 W04,41.79,36.11,1343875,87.176,18,6570.102
"TL",2022 W05,42.01,36.11,1343875,87.176,18,6570.102
"TL",2022 W06,42.14,36.11,1343875,87.176,18,6570.102
"TL",2022 W07,42.31,36.11,1343875,87.176,18,6570.102
"TT",2021 W47,45.5357142857143,52.78,1403374,266.886,36.2,28763.071
"TT",2021 W48,46.0057142857143,52.78,1403374,266.886,36.2,28763.071
"TT",2021 W49,46.4571428571429,52.78,1403374,266.886,36.2,28763.071
"TT",2021 W50,46.8657142857143,52.3828571428571,1403374,266.886,36.2,28763.071
"TT",2021 W51,47.2557142857143,50,1403374,266.886,36.2,28763.071
"TT",2021 W52,47.54,49.2057142857143,1403374,266.886,36.2,28763.071
"TT",2022 W01,47.8914285714286,47.8842857142857,1403374,266.886,36.2,28763.071
"TT",2022 W02,48.315,48.15,1403374,266.886,36.2,28763.071
"TT",2022 W03,48.6028571428571,48.15,1403374,266.886,36.2,28763.071
"TT",2022 W04,48.9871428571429,48.9442857142857,1403374,266.886,36.2,28763.071
"TT",2022 W05,49.4066666666667,50.93,1403374,266.886,36.2,28763.071
"TT",2022 W06,49.655,50.93,1403374,266.886,36.2,28763.071
"TT",2022 W07,49.8185714285714,50.93,1403374,266.886,36.2,28763.071
"TN",2021 W47,42.3228571428571,16.67,11935764,74.228,32.7,10849.297
"TN",2021 W48,43.5,16.67,11935764,74.228,32.7,10849.297
"TN",2021 W49,44.4785714285714,16.67,11935764,74.228,32.7,10849.297
"TN",2021 W50,45.5414285714286,16.67,11935764,74.228,32.7,10849.297
"TN",2021 W51,47.32,16.67,11935764,74.228,32.7,10849.297
"TN",2021 W52,49.3014285714286,16.67,11935764,74.228,32.7,10849.297
"TN",2022 W01,50.515,16.67,11935764,74.228,32.7,10849.297
"TN",2022 W02,51.0071428571429,36.7728571428571,11935764,74.228,32.7,10849.297
"TN",2022 W03,51.6016666666667,55.56,11935764,74.228,32.7,10849.297
"TN",2022 W04,52.0842857142857,55.56,11935764,74.228,32.7,10849.297
"TN",2022 W05,52.47,55.56,11935764,74.228,32.7,10849.297
"TN",2022 W06,52.6414285714286,49.7371428571429,11935764,74.228,32.7,10849.297
"TN",2022 W07,52.7566666666667,43.9171428571429,11935764,74.228,32.7,10849.297
"TR",2021 W47,59.0714285714286,54.63,85042736,104.914,31.6,25129.341
"TR",2021 W48,59.4342857142857,54.63,85042736,104.914,31.6,25129.341
"TR",2021 W49,59.7557142857143,54.63,85042736,104.914,31.6,25129.341
"TR",2021 W50,60.0528571428571,49.07,85042736,104.914,31.6,25129.341
"TR",2021 W51,60.3428571428571,49.07,85042736,104.914,31.6,25129.341
"TR",2021 W52,60.6242857142857,49.07,85042736,104.914,31.6,25129.341
"TR",2022 W01,60.9216666666667,49.07,85042736,104.914,31.6,25129.341
"TR",2022 W02,61.1985714285714,53.8357142857143,85042736,104.914,31.6,25129.341
"TR",2022 W03,61.4,54.63,85042736,104.914,31.6,25129.341
"TR",2022 W04,61.54,54.63,85042736,104.914,31.6,25129.341
"TR",2022 W05,61.6871428571429,54.63,85042736,104.914,31.6,25129.341
"TR",2022 W06,61.83,59.9228571428571,85042736,104.914,31.6,25129.341
"TR",2022 W07,61.95,62.04,85042736,104.914,31.6,25129.341
"UA",2021 W47,24.3557142857143,57.41,43466822,77.39,41.4,7894.393
"UA",2021 W48,26.5471428571429,58.2042857142857,43466822,77.39,41.4,7894.393
"UA",2021 W49,28.1828571428571,60.19,43466822,77.39,41.4,7894.393
"UA",2021 W50,29.5014285714286,55.4242857142857,43466822,77.39,41.4,7894.393
"UA",2021 W51,30.5814285714286,51.85,43466822,77.39,41.4,7894.393
"UA",2021 W52,31.44,51.85,43466822,77.39,41.4,7894.393
"UA",2022 W01,32.0428571428571,61.3728571428571,43466822,77.39,41.4,7894.393
"UA",2022 W02,32.67,62.96,43466822,77.39,41.4,7894.393
"UA",2022 W03,33.1785714285714,73.28,43466822,77.39,41.4,7894.393
"UA",2022 W04,33.56,75,43466822,77.39,41.4,7894.393
"UA",2022 W05,33.9171428571429,75,43466822,77.39,41.4,7894.393
"UA",2022 W06,34.3142857142857,75,43466822,77.39,41.4,7894.393
"UA",2022 W07,34.7057142857143,75,43466822,77.39,41.4,7894.393
"UY",2021 W47,76.2942857142857,30.6857142857143,3485152,19.751,35.6,20551.409
"UY",2021 W48,76.43,28.7,3485152,19.751,35.6,20551.409
"UY",2021 W49,76.5628571428571,28.7,3485152,19.751,35.6,20551.409
"UY",2021 W50,76.6914285714286,28.7,3485152,19.751,35.6,20551.409
"UY",2021 W51,76.7914285714286,28.7,3485152,19.751,35.6,20551.409
"UY",2021 W52,76.8342857142857,27.9085714285714,3485152,19.751,35.6,20551.409
"UY",2022 W01,76.8942857142857,25.93,3485152,19.751,35.6,20551.409
"UY",2022 W02,77.0542857142857,25.93,3485152,19.751,35.6,20551.409
"UY",2022 W03,77.1828571428571,28.3042857142857,3485152,19.751,35.6,20551.409
"UY",2022 W04,77.2757142857143,28.7,3485152,19.751,35.6,20551.409
"UY",2022 W05,77.3514285714286,28.7,3485152,19.751,35.6,20551.409
"UY",2022 W06,77.5342857142857,22.75,3485152,19.751,35.6,20551.409
"UY",2022 W07,77.6728571428571,20.37,3485152,19.751,35.6,20551.409
"US",2021 W47,60.0942857142857,50.46,332915074,35.608,38.3,54225.446
"US",2021 W48,60.6971428571429,48.88,332915074,35.608,38.3,54225.446
"US",2021 W49,61.4371428571429,47.69,332915074,35.608,38.3,54225.446
"US",2021 W50,61.9871428571429,47.69,332915074,35.608,38.3,54225.446
"US",2021 W51,62.3671428571429,47.69,332915074,35.608,38.3,54225.446
"US",2021 W52,62.6857142857143,50.46,332915074,35.608,38.3,54225.446
"US",2022 W01,63.03,50.46,332915074,35.608,38.3,54225.446
"US",2022 W02,63.3971428571429,50.46,332915074,35.608,38.3,54225.446
"US",2022 W03,63.7,54.4314285714286,332915074,35.608,38.3,54225.446
"US",2022 W04,64.0057142857143,56.02,332915074,35.608,38.3,54225.446
"US",2022 W05,64.3057142857143,58.4028571428571,332915074,35.608,38.3,54225.446
"US",2022 W06,64.5771428571429,58.8,332915074,35.608,38.3,54225.446
"US",2022 W07,64.8,58.8,332915074,35.608,38.3,54225.446
"ZA",2021 W47,23.534,46.6928571428571,60041996,46.754,27.3,12294.876
"ZA",2021 W48,24.4616666666667,54.63,60041996,46.754,27.3,12294.876
"ZA",2021 W49,25.316,54.63,60041996,46.754,27.3,12294.876
"ZA",2021 W50,25.85,54.63,60041996,46.754,27.3,12294.876
"ZA",2021 W51,26.21,45.8957142857143,60041996,46.754,27.3,12294.876
"ZA",2021 W52,26.364,44.44,60041996,46.754,27.3,12294.876
"ZA",2022 W01,26.655,48.4085714285714,60041996,46.754,27.3,12294.876
"ZA",2022 W02,26.8808333333333,43.7842857142857,60041996,46.754,27.3,12294.876
"ZA",2022 W03,27.1066666666667,41.67,60041996,46.754,27.3,12294.876
"ZA",2022 W04,27.518,41.67,60041996,46.754,27.3,12294.876
"ZA",2022 W05,27.815,41.67,60041996,46.754,27.3,12294.876
"ZA",2022 W06,28.1375,41.67,60041996,46.754,27.3,12294.876
"ZA",2022 W07,28.342,41.14,60041996,46.754,27.3,12294.876
"ZM",2021 W47,3.475,43.52,18920657,22.995,17.7,3689.251
"ZM",2021 W48,3.76333333333333,38.7542857142857,18920657,22.995,17.7,3689.251
"ZM",2021 W49,4.154,37.96,18920657,22.995,17.7,3689.251
"ZM",2021 W50,4.76166666666667,37.96,18920657,22.995,17.7,3689.251
"ZM",2021 W51,5.445,37.96,18920657,22.995,17.7,3689.251
"ZM",2021 W52,6.31,37.96,18920657,22.995,17.7,3689.251
"ZM",2022 W01,6.82,37.96,18920657,22.995,17.7,3689.251
"ZM",2022 W02,7.3625,37.96,18920657,22.995,17.7,3689.251
"ZM",2022 W03,8.23,37.96,18920657,22.995,17.7,3689.251
"ZM",2022 W04,8.5875,29.2342857142857,18920657,22.995,17.7,3689.251
"ZM",2022 W05,8.88666666666667,27.78,18920657,22.995,17.7,3689.251
"ZM",2022 W06,9.16,27.78,18920657,22.995,17.7,3689.251
"ZM",2022 W07,9.51,27.78,18920657,22.995,17.7,3689.251
"ZW",2021 W47,18.3957142857143,47.22,15092171,42.729,19.6,1899.775
"ZW",2021 W48,18.8628571428571,59.3914285714286,15092171,42.729,19.6,1899.775
"ZW",2021 W49,19.4814285714286,63.89,15092171,42.729,19.6,1899.775
"ZW",2021 W50,20.0885714285714,63.89,15092171,42.729,19.6,1899.775
"ZW",2021 W51,20.5128571428571,54.3671428571429,15092171,42.729,19.6,1899.775
"ZW",2021 W52,20.7266666666667,52.78,15092171,42.729,19.6,1899.775
"ZW",2022 W01,20.9928571428571,51.06,15092171,42.729,19.6,1899.775
"ZW",2022 W02,21.2957142857143,40.74,15092171,42.729,19.6,1899.775
"ZW",2022 W03,21.5642857142857,40.74,15092171,42.729,19.6,1899.775
"ZW",2022 W04,21.77,40.74,15092171,42.729,19.6,1899.775
"ZW",2022 W05,21.9571428571429,50,15092171,42.729,19.6,1899.775
"ZW",2022 W06,22.1228571428571,50,15092171,42.729,19.6,1899.775
"ZW",2022 W07,22.2785714285714,50,15092171,42.729,19.6,1899.775
